MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass,After oil spill
5.64E+08,2022-12-07T00:38:54,39.84757,-75.2719,1.3,240.7,266,EAGLE KLANG,IMO9417892,9V8640,80,0,243,42,14.6,80,A,1
3.68E+08,2022-12-07T00:38:33,39.83629,-79.924,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
5.64E+08,2022-12-07T00:40:05,39.84755,-75.2726,1.6,279.6,276,EAGLE KLANG,IMO9417892,9V8640,80,0,243,42,14.6,80,A,1
3.68E+08,2022-12-07T00:30:55,39.84871,-75.315,3.3,90.6,88,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.68E+08,2022-12-07T00:39:37,39.84915,-75.3018,7.3,83.3,84,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.67E+08,2022-12-07T00:39:56,39.8475,-75.2746,1.5,282.6,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.68E+08,2022-12-07T00:36:13,39.83629,-79.9239,0,360,170,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
6.36E+08,2022-12-07T00:38:04,39.83532,-73.5957,0.4,219,141,PORTO KAGIO,IMO9261451,5LBC6,71,1,279,40,10.8,70,A,1
3.38E+08,2022-12-07T00:40:25,39.84213,-74.1495,0,360,511,WOOD PILE,IMO0000000,,37,,26,6,,,B,1
3.67E+08,2022-12-07T00:39:25,39.84739,-75.2627,8.4,104.7,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.68E+08,2022-12-07T00:38:27,39.8488,-75.3047,6.8,79.3,78,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.67E+08,2022-12-07T00:36:27,39.84633,-75.2723,2.7,288.7,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.38E+08,2022-12-07T00:31:26,39.84213,-74.1495,0,360,511,WOOD PILE,IMO0000000,,37,,26,6,,,B,1
3.67E+08,2022-12-07T00:32:15,39.84648,-75.2716,1.6,324.3,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
6.36E+08,2022-12-07T00:32:04,39.83587,-73.5952,0.5,201,151,PORTO KAGIO,IMO9261451,5LBC6,71,1,279,40,10.8,70,A,1
6.36E+08,2022-12-07T00:41:03,39.8352,-73.596,0.2,235,127,PORTO KAGIO,IMO9261451,5LBC6,71,1,279,40,10.8,70,A,1
3.68E+08,2022-12-07T00:40:52,39.83629,-79.924,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T00:40:35,39.84682,-75.2619,1.2,221.2,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.67E+08,2022-12-07T00:41:06,39.84723,-75.2741,2.2,102.3,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.68E+08,2022-12-07T00:41:55,39.84928,-75.2956,7.3,90.5,88,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
5.64E+08,2022-12-07T00:37:51,39.84781,-75.2716,1,206,242,EAGLE KLANG,IMO9417892,9V8640,80,0,243,42,14.6,80,A,1
5.64E+08,2022-12-07T00:42:25,39.84788,-75.2743,2.5,277.1,272,EAGLE KLANG,IMO9417892,9V8640,80,0,243,42,14.6,80,A,1
3.68E+08,2022-12-07T00:34:47,39.84851,-75.3106,3.2,95.8,90,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.67E+08,2022-12-07T00:42:16,39.84772,-75.2749,2.6,293.7,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
5.64E+08,2022-12-07T00:41:15,39.84774,-75.2733,2.1,286.8,274,EAGLE KLANG,IMO9417892,9V8640,80,0,243,42,14.6,80,A,1
3.68E+08,2022-12-07T00:43:13,39.8363,-79.924,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T00:38:47,39.84718,-75.2741,1.8,313.5,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.68E+08,2022-12-07T00:42:56,39.84924,-75.2929,7.4,91,87,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.67E+08,2022-12-07T00:32:56,39.84653,-75.2696,1.2,260.2,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.67E+08,2022-12-07T00:43:27,39.84778,-75.276,2.8,274.1,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
5.64E+08,2022-12-07T00:43:34,39.84796,-75.2754,2.9,276,271,EAGLE KLANG,IMO9417892,9V8640,80,0,243,42,14.6,80,A,1
6.36E+08,2022-12-07T00:44:04,39.83523,-73.596,0.1,29,116,PORTO KAGIO,IMO9261451,5LBC6,71,1,279,40,10.8,70,A,1
3.67E+08,2022-12-07T00:44:15,39.84665,-75.262,0,239.1,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.67E+08,2022-12-07T00:44:36,39.84785,-75.2773,3.5,264.4,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
5.64E+08,2022-12-07T00:36:49,39.84801,-75.2716,0.4,152.5,214,EAGLE KLANG,IMO9417892,9V8640,80,0,243,42,14.6,80,A,1
3.68E+08,2022-12-07T00:44:23,39.83629,-79.924,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.68E+08,2022-12-07T00:44:06,39.84919,-75.2898,7.4,91,87,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.67E+08,2022-12-07T00:45:25,39.84666,-75.262,0.1,252,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.68E+08,2022-12-07T00:45:33,39.83629,-79.924,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.68E+08,2022-12-07T00:42:03,39.83629,-79.924,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.68E+08,2022-12-07T00:35:03,39.83629,-79.924,0,360,170,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
5.64E+08,2022-12-07T00:44:45,39.84806,-75.2768,3.8,272.7,269,EAGLE KLANG,IMO9417892,9V8640,80,0,243,42,14.6,80,A,1
3.68E+08,2022-12-07T00:46:43,39.8363,-79.9239,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
6.36E+08,2022-12-07T00:47:03,39.83538,-73.5957,0.4,69,118,PORTO KAGIO,IMO9261451,5LBC6,71,1,279,40,10.8,70,A,1
3.67E+08,2022-12-07T00:42:52,39.84637,-75.2657,0,233.9,255,SKIPJACK,IMO9503847,WDG9752,31,5,35,11,4.7,57,A,1
5.64E+08,2022-12-07T00:45:54,39.84808,-75.2786,4.7,271.5,269,EAGLE KLANG,IMO9417892,9V8640,80,0,243,42,14.6,80,A,1
3.67E+08,2022-12-07T00:45:47,39.84675,-75.2747,10.9,110,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
5.64E+08,2022-12-07T00:47:05,39.84813,-75.2808,5.5,271.5,269,EAGLE KLANG,IMO9417892,9V8640,80,0,243,42,14.6,80,A,1
3.68E+08,2022-12-07T00:47:26,39.8491,-75.2807,7.7,92.4,88,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.68E+08,2022-12-07T00:47:52,39.8363,-79.9239,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T00:48:05,39.84672,-75.262,0,261.4,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
5.64E+08,2022-12-07T00:48:14,39.84816,-75.2833,6.2,271.9,269,EAGLE KLANG,IMO9417892,9V8640,80,0,243,42,14.6,80,A,1
3.68E+08,2022-12-07T00:48:36,39.84898,-75.2775,7.6,93.4,89,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.68E+08,2022-12-07T00:37:23,39.83629,-79.924,0,360,170,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T00:49:07,39.84538,-75.2694,0.5,335.8,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.67E+08,2022-12-07T00:49:16,39.84672,-75.262,0,258.4,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.68E+08,2022-12-07T00:49:02,39.8363,-79.9239,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.68E+08,2022-12-07T00:49:46,39.84883,-75.2743,7.4,94,89,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.68E+08,2022-12-07T00:46:17,39.84912,-75.2839,7.5,90.8,87,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.38E+08,2022-12-07T00:49:25,39.84212,-74.1495,0,360,511,WOOD PILE,IMO0000000,,37,,26,6,,,B,1
3.68E+08,2022-12-07T00:50:10,39.84709,-91.4388,8.9,164.6,511,SIR CARMA SUE,,WDK4182,31,0,25,8,1.6,31,A,1
3.68E+08,2022-12-07T00:50:13,39.83629,-79.9239,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T00:50:25,39.84672,-75.262,0,255.5,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.38E+08,2022-12-07T00:46:28,39.84213,-74.1495,0,360,511,WOOD PILE,IMO0000000,,37,,26,6,,,B,1
3.68E+08,2022-12-07T00:49:09,39.84957,-91.4396,8.9,166.9,511,SIR CARMA SUE,,WDK4182,31,0,25,8,1.6,31,A,1
5.64E+08,2022-12-07T00:50:34,39.84828,-75.2891,7.3,272.6,271,EAGLE KLANG,IMO9417892,9V8640,80,0,243,42,14.6,80,A,1
3.67E+08,2022-12-07T00:51:35,39.84671,-75.262,0,250.6,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.67E+08,2022-12-07T00:51:51,39.84639,-75.2656,0,233.9,255,SKIPJACK,IMO9503847,WDG9752,31,5,35,11,4.7,57,A,1
3.68E+08,2022-12-07T00:50:55,39.84866,-75.2713,7.3,93.8,88,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.68E+08,2022-12-07T00:39:42,39.83629,-79.924,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.68E+08,2022-12-07T00:51:19,39.84436,-91.4377,9,159.2,511,SIR CARMA SUE,,WDK4182,31,0,25,8,1.6,31,A,1
3.68E+08,2022-12-07T00:52:33,39.8363,-79.9239,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
5.64E+08,2022-12-07T00:51:44,39.84842,-75.2922,7.7,273.9,272,EAGLE KLANG,IMO9417892,9V8640,80,0,243,42,14.6,80,A,1
3.68E+08,2022-12-07T00:52:06,39.84854,-75.2682,7.4,92.9,88,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.67E+08,2022-12-07T00:52:36,39.84672,-75.262,0,251.2,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.67E+08,2022-12-07T00:41:55,39.84671,-75.262,0.3,243,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.68E+08,2022-12-07T00:40:46,39.84928,-75.2987,7.3,88.7,87,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.68E+08,2022-12-07T00:53:15,39.84844,-75.2651,7.6,91.5,83,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.67E+08,2022-12-07T00:52:27,39.84627,-75.27,1.4,283,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
5.64E+08,2022-12-07T00:52:55,39.84855,-75.2958,8.5,273.2,272,EAGLE KLANG,IMO9417892,9V8640,80,0,243,42,14.6,80,A,1
3.67E+08,2022-12-07T00:53:37,39.84625,-75.2707,0.9,203.8,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.68E+08,2022-12-07T00:53:42,39.83629,-79.9239,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T00:50:16,39.84578,-75.269,1.2,53.3,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.68E+08,2022-12-07T00:54:25,39.84855,-75.2619,7.5,85.9,74,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
5.64E+08,2022-12-07T00:54:05,39.84871,-75.2994,9.1,273.1,271,EAGLE KLANG,IMO9417892,9V8640,80,0,243,42,14.6,80,A,1
3.38E+08,2022-12-07T00:43:26,39.84212,-74.1495,0,360,511,WOOD PILE,IMO0000000,,37,,26,6,,,B,1
5.64E+08,2022-12-07T00:55:14,39.84883,-75.3033,9.6,273.2,271,EAGLE KLANG,IMO9417892,9V8640,80,0,243,42,14.6,80,A,1
3.67E+08,2022-12-07T00:54:47,39.84683,-75.2676,8.1,84.6,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.68E+08,2022-12-07T00:54:49,39.83747,-91.431,9,128.4,511,SIR CARMA SUE,,WDK4182,31,0,25,8,1.6,31,A,1
5.64E+08,2022-12-07T00:56:25,39.84899,-75.3075,9.9,273.2,272,EAGLE KLANG,IMO9417892,9V8640,80,0,243,42,14.6,80,A,1
3.67E+08,2022-12-07T00:53:44,39.84669,-75.262,0,248,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.67E+08,2022-12-07T00:54:51,39.84636,-75.2657,0,233.9,255,SKIPJACK,IMO9503847,WDG9752,31,5,35,11,4.7,57,A,1
3.67E+08,2022-12-07T00:56:15,39.84667,-75.262,0,246.3,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.67E+08,2022-12-07T00:55:04,39.84666,-75.262,0,244.9,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.68E+08,2022-12-07T00:56:36,39.84983,-75.2561,7.8,68.7,64,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.67E+08,2022-12-07T00:57:24,39.84672,-75.262,0,250.8,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.68E+08,2022-12-07T00:53:39,39.83933,-91.4339,9,132.9,511,SIR CARMA SUE,,WDK4182,31,0,25,8,1.6,31,A,1
3.68E+08,2022-12-07T00:55:27,39.84899,-75.2592,7.6,73.3,67,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.67E+08,2022-12-07T00:55:57,39.84698,-75.2645,6.9,85.9,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.68E+08,2022-12-07T00:56:03,39.83629,-79.924,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.38E+08,2022-12-07T00:55:27,39.84212,-74.1495,0,360,89,WOOD PILE,IMO0000000,,37,,26,6,,,B,1
3.40E+08,2022-12-07T00:56:57,39.84931,-124.598,12.9,156.3,158,KNIGHT,IMO9627679,6YUC9,37,0,50,8,2.5,37,A,1
3.68E+08,2022-12-07T00:58:12,39.83629,-79.924,0,360,168,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
5.64E+08,2022-12-07T00:57:35,39.84916,-75.3117,10.2,273.3,272,EAGLE KLANG,IMO9417892,9V8640,80,0,243,42,14.6,80,A,1
3.68E+08,2022-12-07T00:57:04,39.83629,-79.9239,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
5.64E+08,2022-12-07T00:58:45,39.84936,-75.316,10.4,274.1,272,EAGLE KLANG,IMO9417892,9V8640,80,0,243,42,14.6,80,A,1
3.67E+08,2022-12-07T00:57:50,39.8464,-75.2656,0,233.9,255,SKIPJACK,IMO9503847,WDG9752,31,5,35,11,4.7,57,A,1
3.67E+08,2022-12-07T00:57:08,39.84698,-75.2619,4.8,100.4,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
5.64E+08,2022-12-07T00:49:26,39.84822,-75.2862,6.8,271.1,270,EAGLE KLANG,IMO9417892,9V8640,80,0,243,42,14.6,80,A,1
3.40E+08,2022-12-07T00:59:08,39.84206,-124.594,12.8,156.8,158,KNIGHT,IMO9627679,6YUC9,37,0,50,8,2.5,37,A,1
3.67E+08,2022-12-07T00:43:04,39.84667,-75.262,0,245.2,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
6.36E+08,2022-12-07T00:59:02,39.83603,-73.595,0.2,300,148,PORTO KAGIO,IMO9261451,5LBC6,71,1,279,40,10.8,70,A,1
3.38E+08,2022-12-07T00:58:25,39.84213,-74.1495,0,360,511,WOOD PILE,IMO0000000,,37,,26,6,,,B,1
3.67E+08,2022-12-07T00:58:17,39.84688,-75.2614,0.3,128.2,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.67E+08,2022-12-07T01:00:04,39.84673,-75.262,0,252.6,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.40E+08,2022-12-07T00:57:58,39.846,-124.597,12.6,157.2,157,KNIGHT,IMO9627679,6YUC9,37,0,50,8,2.5,37,A,1
3.40E+08,2022-12-07T01:00:08,39.83877,-124.593,12.9,156.1,157,KNIGHT,IMO9627679,6YUC9,37,0,50,8,2.5,37,A,1
5.64E+08,2022-12-07T01:00:04,39.84958,-75.3211,10.7,274,271,EAGLE KLANG,IMO9417892,9V8640,80,0,243,42,14.6,80,A,1
3.67E+08,2022-12-07T01:00:01,39.84971,-75.2621,7.9,250.3,511,THOMAS D WITTE,IMO8841905,WDD8916,31,0,25,8,3.2,52,A,1
3.67E+08,2022-12-07T01:00:51,39.84638,-75.2657,0,233.9,255,SKIPJACK,IMO9503847,WDG9752,31,5,35,11,4.7,57,A,1
3.67E+08,2022-12-07T01:01:11,39.84881,-75.2652,7.9,250.4,511,THOMAS D WITTE,IMO8841905,WDD8916,31,0,25,8,3.2,52,A,1
3.67E+08,2022-12-07T01:00:08,39.84687,-75.2613,0,87.3,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.68E+08,2022-12-07T01:01:12,39.83629,-79.9239,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T01:01:18,39.84687,-75.2613,0,277.4,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.68E+08,2022-12-07T00:45:15,39.84916,-75.2867,7.5,90.5,87,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.68E+08,2022-12-07T00:51:23,39.83629,-79.9239,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T01:02:24,39.84989,-75.2608,7.7,250.2,249,MARY ALICE,IMO7402738,WCX9570,31,0,30,8,3.6,31,A,1
6.36E+08,2022-12-07T01:02:03,39.83592,-73.5953,0.5,196,152,PORTO KAGIO,IMO9261451,5LBC6,71,1,279,40,10.8,70,A,1
3.67E+08,2022-12-07T01:01:15,39.84671,-75.262,0.1,258,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.67E+08,2022-12-07T01:02:24,39.84672,-75.262,0,254.4,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.67E+08,2022-12-07T01:02:30,39.84812,-75.2688,7.8,267.7,511,THOMAS D WITTE,IMO8841905,WDD8916,31,0,25,8,3.2,52,A,1
5.64E+08,2022-12-07T01:02:14,39.84924,-75.3292,10.2,255.4,249,EAGLE KLANG,IMO9417892,9V8640,80,0,243,42,14.6,80,A,1
3.67E+08,2022-12-07T01:02:26,39.84687,-75.2613,0,30.7,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.67E+08,2022-12-07T00:46:56,39.84671,-75.262,0,269.8,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.67E+08,2022-12-07T00:46:56,39.84577,-75.2711,9,108.9,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.67E+08,2022-12-07T01:03:36,39.84687,-75.2613,0,335.2,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.67E+08,2022-12-07T00:47:57,39.8454,-75.2694,1.5,102.7,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.38E+08,2022-12-07T01:01:28,39.84212,-74.1495,0,360,511,WOOD PILE,IMO0000000,,37,,26,6,,,B,1
3.67E+08,2022-12-07T01:03:27,39.84917,-75.2635,7.6,252.2,253,MARY ALICE,IMO7402738,WCX9570,31,0,30,8,3.6,31,A,1
3.68E+08,2022-12-07T01:03:33,39.8363,-79.9239,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.68E+08,2022-12-07T01:04:42,39.8363,-79.9239,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T01:03:41,39.84824,-75.2721,7.9,272,511,THOMAS D WITTE,IMO8841905,WDD8916,31,0,25,8,3.2,52,A,1
3.67E+08,2022-12-07T00:48:51,39.84638,-75.2656,0,233.9,255,SKIPJACK,IMO9503847,WDG9752,31,5,35,11,4.7,57,A,1
6.36E+08,2022-12-07T00:50:02,39.83555,-73.5953,0.4,66,122,PORTO KAGIO,IMO9261451,5LBC6,71,1,279,40,10.8,70,A,1
3.67E+08,2022-12-07T01:04:50,39.84842,-75.2754,7.8,276,511,THOMAS D WITTE,IMO8841905,WDD8916,31,0,25,8,3.2,52,A,1
5.64E+08,2022-12-07T01:04:24,39.84698,-75.3364,9.7,244.9,244,EAGLE KLANG,IMO9417892,9V8640,80,0,243,42,14.6,80,A,1
3.67E+08,2022-12-07T01:04:30,39.84872,-75.2664,7.5,262.8,260,MARY ALICE,IMO7402738,WCX9570,31,0,30,8,3.6,31,A,1
3.67E+08,2022-12-07T01:04:46,39.84687,-75.2613,0,306,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
6.36E+08,2022-12-07T01:05:04,39.83562,-73.5954,0.3,201,148,PORTO KAGIO,IMO9261451,5LBC6,71,1,279,40,10.8,70,A,1
3.38E+08,2022-12-07T01:04:26,39.84213,-74.1495,0,360,511,WOOD PILE,IMO0000000,,37,,26,6,,,B,1
3.67E+08,2022-12-07T01:05:31,39.84861,-75.2691,7.7,271.9,270,MARY ALICE,IMO7402738,WCX9570,31,0,30,8,3.6,31,A,1
5.64E+08,2022-12-07T01:05:34,39.84563,-75.3402,9.6,245,244,EAGLE KLANG,IMO9417892,9V8640,80,0,243,42,14.6,80,A,1
3.67E+08,2022-12-07T01:05:57,39.84687,-75.2613,0,275.6,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.67E+08,2022-12-07T01:06:48,39.84639,-75.2656,0,233.9,255,SKIPJACK,IMO9503847,WDG9752,31,5,35,11,4.7,57,A,1
3.68E+08,2022-12-07T01:05:52,39.8363,-79.9239,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T01:07:14,39.84678,-75.262,0,263,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.67E+08,2022-12-07T01:07:11,39.84868,-75.2819,7.6,272.7,511,THOMAS D WITTE,IMO8841905,WDD8916,31,0,25,8,3.2,52,A,1
3.67E+08,2022-12-07T01:07:06,39.84687,-75.2613,0,263.6,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.68E+08,2022-12-07T01:08:13,39.8363,-79.9239,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T01:08:18,39.84687,-75.2613,0,244.6,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.67E+08,2022-12-07T01:08:25,39.84676,-75.262,0,263.9,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.68E+08,2022-12-07T00:54:52,39.8363,-79.9239,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T01:08:38,39.84868,-75.2777,7.5,270.1,267,MARY ALICE,IMO7402738,WCX9570,31,0,30,8,3.6,31,A,1
3.67E+08,2022-12-07T01:09:41,39.84867,-75.2805,7.3,271.3,271,MARY ALICE,IMO7402738,WCX9570,31,0,30,8,3.6,31,A,1
3.68E+08,2022-12-07T01:09:22,39.8363,-79.9239,0,360,169,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T00:51:17,39.84607,-75.2692,1.2,315.8,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
5.64E+08,2022-12-07T01:10:04,39.84024,-75.3531,8.7,232.1,230,EAGLE KLANG,IMO9417892,9V8640,80,0,243,42,14.6,80,A,1
5.64E+08,2022-12-07T01:08:54,39.84196,-75.3501,8.8,235.3,231,EAGLE KLANG,IMO9417892,9V8640,80,0,243,42,14.6,80,A,1
3.38E+08,2022-12-07T00:52:26,39.84213,-74.1495,0,360,511,WOOD PILE,IMO0000000,,37,,26,6,,,B,1
3.68E+08,2022-12-07T00:56:00,39.83581,-91.4277,9.2,120.1,511,SIR CARMA SUE,,WDK4182,31,0,25,8,1.6,31,A,1
3.67E+08,2022-12-07T01:10:36,39.84687,-75.2613,0,255.4,511,MADELINE,,WDE3220,31,0,23,9,,52,A,1
3.67E+08,2022-12-07T01:09:36,39.84672,-75.2619,0,271.3,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.38E+08,2022-12-07T01:10:26,39.84213,-74.1495,0,360,511,WOOD PILE,IMO0000000,,37,,26,6,,,B,1
6.36E+08,2022-12-07T00:53:03,39.83577,-73.595,0.3,55,132,PORTO KAGIO,IMO9261451,5LBC6,71,1,279,40,10.8,70,A,1
3.68E+08,2022-12-07T00:52:30,39.84163,-91.4361,9,149.7,511,SIR CARMA SUE,,WDK4182,31,0,25,8,1.6,31,A,1
3.67E+08,2022-12-07T01:10:51,39.84897,-75.2919,7.4,272.3,511,THOMAS D WITTE,IMO8841905,WDD8916,31,0,25,8,3.2,52,A,1
6.36E+08,2022-12-07T01:11:03,39.83532,-73.5959,0.3,235,133,PORTO KAGIO,IMO9261451,5LBC6,71,1,279,40,10.8,70,A,1
3.68E+08,2022-12-07T01:10:33,39.8363,-79.9239,0,360,170,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
3.67E+08,2022-12-07T01:11:43,39.84872,-75.2859,7.4,270.1,271,MARY ALICE,IMO7402738,WCX9570,31,0,30,8,3.6,31,A,1
3.67E+08,2022-12-07T01:11:45,39.84672,-75.262,0,280.1,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
5.64E+08,2022-12-07T01:11:14,39.83846,-75.3559,8.7,231.9,231,EAGLE KLANG,IMO9417892,9V8640,80,0,243,42,14.6,80,A,1
5.64E+08,2022-12-07T01:12:25,39.83669,-75.3589,8.7,232.5,231,EAGLE KLANG,IMO9417892,9V8640,80,0,243,42,14.6,80,A,1
3.67E+08,2022-12-07T01:12:55,39.84673,-75.262,0,281.4,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.67E+08,2022-12-07T00:58:35,39.84673,-75.262,0,253.5,511,CAPT HARRY,IMO9266401,WDC3690,31,0,24,9,4,52,A,1
3.68E+08,2022-12-07T01:12:43,39.8363,-79.9239,0,360,170,MARY ROSE,,WDI6668,31,0,21,,,31,A,1
6.36E+08,2022-12-07T01:14:03,39.83533,-73.5961,0,287,121,PORTO KAGIO,IMO9261451,5LBC6,71,1,279,40,10.8,70,A,1
3.67E+08,2022-12-07T01:12:01,39.84905,-75.2951,7.4,272.7,511,THOMAS D WITTE,IMO8841905,WDD8916,31,0,25,8,3.2,52,A,1
